,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
0,27.065262,0.39379853,22.093172,7.9718614,1297.202,639.28094,67.063034,0.120720044,33.366142,15.620997,283.93655,73.23092
1,10.989178,0.5316907,24.651928,8.601698,1688.6681,840.8084,24.744585,7.983928,58.909332,12.502046,231.45416,150.55074
2,31.934126,0.73816854,24.111645,6.957573,1314.2562,619.8068,11.075361,4.2732773,37.536514,88.261154,148.805,21.776852
3,19.65947,0.45340297,21.686487,8.056177,1540.3519,762.0038,17.312883,9.01722,50.055664,16.88826,228.543,146.23131
4,19.879677,0.5884097,23.293453,7.9090033,1207.5461,593.2678,90.953476,0.92782164,19.184494,1.8797464,275.1663,57.36817
5,20.751581,0.6805443,19.401548,8.024452,1508.1097,736.71826,47.55335,1.9158373,20.991974,19.46062,157.72281,40.308556
6,16.950125,0.70721316,17.573378,8.000348,1079.0566,527.2115,34.341408,7.908393,36.61694,14.125327,163.08847,69.18384
7,15.951017,0.39012662,18.010103,8.66726,1214.9519,607.1058,36.599205,5.192287,25.965538,165.17458,295.7843,145.81259
8,20.008991,0.46527043,22.850597,9.020012,1565.4695,781.41895,59.86076,3.8005571,56.01936,95.862915,286.66956,148.58435
9,16.832764,0.48511094,19.179167,8.247604,1018.3986,504.76822,25.077814,2.0876744,29.996786,6.9748545,307.96466,70.963425
10,28.670187,0.8481485,19.28871,6.929948,1309.6873,619.73535,31.273745,1.9734108,32.55774,88.879364,194.59357,25.88458
11,33.712906,0.48319638,25.571442,7.187695,1023.36816,490.409,0.6975397,4.745805,37.099064,1.0052751,212.44617,42.901352
12,17.876158,0.2436494,11.0521555,9.282539,709.36847,362.20114,118.353806,6.3815665,36.762604,625.4097,121.777504,90.862885
13,17.62815,0.4686236,19.993412,7.9006624,1552.2426,766.08875,32.01458,5.4287252,50.648403,42.324356,193.59628,129.61473
14,18.038914,0.8430143,17.481953,7.886863,1037.8123,494.3176,62.754734,5.542507,24.138206,16.836214,257.6678,87.20721
15,13.822805,0.47211754,20.99828,8.59182,1347.3337,672.52124,111.99409,4.2122974,23.304403,299.6898,108.00833,120.064415
16,15.333806,0.5409654,14.094444,7.9103246,285.63522,159.1445,27.363983,3.0160997,25.855637,105.86869,117.8465,15.831155
17,20.783941,0.3145153,18.196787,8.493998,1243.7024,619.39435,41.443306,0.74708664,28.293116,387.09464,270.4888,118.531296
18,18.1705,0.32084686,12.147682,8.868504,1239.2732,608.46045,113.3924,7.4236083,28.485085,323.69043,102.62224,107.15628
19,7.7291555,0.40475878,18.753616,8.29038,693.0252,362.5182,10.025409,2.0539212,14.061917,0.06645751,274.3432,112.99867
20,20.854923,0.7555866,15.207604,7.859436,1254.9794,620.8648,70.0288,1.2374686,31.824715,24.079105,231.43971,158.40118
21,15.339634,0.505746,23.54988,8.41147,1223.7703,594.3965,11.747008,9.817112,35.373386,45.354027,97.76498,59.631054
22,20.165783,0.56003666,23.31301,7.992343,1593.2462,789.11127,76.149956,0.9225463,26.60691,901.8471,279.04437,124.0074
23,18.82159,0.6245121,21.564346,8.791572,1408.2834,706.94745,145.26859,5.7579,24.067743,527.7724,126.9215,146.49484
24,16.061935,0.48456007,19.47719,8.164314,1282.8802,635.0367,58.263813,1.3378592,28.941206,236.4184,114.893326,107.74951
25,11.768978,0.61303264,10.9278755,8.634916,1011.3819,499.34012,50.25204,4.27505,61.463047,259.7483,105.28957,74.3516
26,22.157974,0.5662213,17.273481,8.19638,1218.3047,596.4082,35.180923,6.2373056,30.953169,5.2658854,115.779106,55.60698
27,16.855457,0.4916811,23.895523,7.776784,1023.13855,504.56357,17.068668,1.4503067,24.990444,1.5480365,276.18106,67.9386
28,12.714159,0.42596093,21.520348,8.009626,841.4415,424.8004,3.5162802,1.2891562,9.116173,0.18945982,326.01013,111.26379
29,17.298666,0.523809,17.237993,8.352605,1307.1534,639.8489,15.331681,9.975246,30.642637,0.7157605,187.2497,79.30935
30,13.1252775,0.5162706,23.04434,8.874273,1486.4463,747.57556,150.65358,5.112357,20.497778,266.33292,119.71016,150.33997
31,16.505194,0.78204864,19.953142,8.048239,893.6499,435.7117,16.64771,0.98967147,44.50448,257.0747,90.62712,68.74838
32,33.584324,0.72883517,25.524885,6.9222546,1275.2831,597.9544,5.535706,6.0587735,41.151115,77.17964,144.41031,19.473654
33,10.431472,0.6444242,13.995109,9.138895,968.07,481.36017,49.915024,5.9513164,29.546066,55.013493,101.42229,117.17089
34,18.20214,0.13888052,21.631596,7.16407,1482.1816,732.8371,10.2736435,0.66271096,26.501938,702.21136,145.38467,130.06317
35,14.709145,0.50764096,24.029938,8.714762,863.7109,423.8381,19.030886,8.560298,37.35101,8.4177885,165.97894,54.5086
36,13.661928,0.5360179,15.631781,8.2934265,1119.4021,552.5327,64.31974,2.9162688,55.81757,156.96169,163.47855,82.237854
37,19.512026,0.5514223,15.370612,7.9873085,1253.1658,606.53467,19.984638,7.7764587,28.995789,18.067276,143.71147,69.312904
38,26.076931,0.4101305,23.532125,7.5956583,1332.9943,651.24097,3.5692677,5.246243,27.161621,65.77433,199.4668,83.34523
39,22.497198,0.4923313,20.880035,7.9678936,1098.2996,542.5619,44.843307,1.3135247,15.875617,0.63157415,296.43945,54.246502
40,27.799717,0.38080645,22.36125,7.7391768,1067.4062,523.8568,15.461781,0.29770038,31.399185,0.9546421,275.94406,54.537018
41,23.751568,0.64013034,20.736284,8.192191,1469.6095,717.1783,10.643113,9.238014,30.328571,1.7511784,169.1024,58.77742
42,28.885883,0.49129328,24.119057,7.9549026,1021.1736,502.31958,17.609114,1.6362392,19.630423,3.171269,269.40686,55.813396
43,24.613071,0.29616377,24.935364,7.847177,836.21094,419.42108,1.4136362,1.5399935,19.716625,0.09493446,267.664,82.93054
44,15.223381,0.5212533,16.830006,8.450683,897.8745,444.1636,16.467403,9.040126,41.037853,19.176676,151.98956,55.956955
45,28.73636,0.3926639,23.052082,7.994747,1087.4136,537.8692,18.110123,4.6299176,20.980381,0.19139299,298.78162,57.345097
46,20.9274,0.5176976,23.808706,7.5788455,1443.4036,704.98254,40.765427,1.1186152,22.81803,70.04831,164.18904,78.53038
47,28.473845,0.97835064,19.526726,7.780485,1611.9073,786.56537,198.23473,9.090276,46.70014,11.844349,336.99326,97.79069
48,21.290726,0.77371556,21.952309,8.217887,1185.9163,583.93896,35.684624,4.2375116,28.052334,204.84052,159.72717,82.61238
49,14.12639,0.53103346,19.694223,8.231121,1540.0071,761.85974,33.595947,5.135241,41.9861,14.66901,240.0641,133.0779
50,23.393744,0.5426136,23.767326,8.25131,1702.0421,845.3132,28.798122,9.335649,71.98813,36.075848,255.28616,157.65988
51,21.67041,0.67830586,32.016197,7.476967,1365.6824,666.71124,32.884087,0.88439023,25.816679,4.0844197,255.02379,85.452
52,19.059206,0.4288783,19.87747,8.347656,1261.1716,624.4464,61.519203,0.3468179,28.330448,187.21185,290.11566,102.01688
53,26.968506,0.69822156,30.582954,7.5230503,1120.0938,543.6216,12.673229,1.1174148,25.788826,4.983461,301.95166,81.90388
54,15.564714,0.48589662,19.890291,7.977824,318.6524,170.53868,25.344925,4.2539177,19.3136,45.670372,147.60275,16.012968
55,16.90436,0.44216776,18.804934,8.176023,1171.947,580.5783,62.144905,1.8168089,27.900864,568.04736,102.15759,99.34112
56,23.631317,0.41921285,23.82982,7.9997644,1518.6686,749.9876,74.51144,0.100446,41.538803,19.17456,254.56662,90.54654
57,17.602592,0.47342727,21.474888,8.974308,1534.2815,765.53955,56.446823,2.391494,56.247234,69.60063,277.52112,144.02664
58,24.781713,0.7357271,24.92571,8.182191,1757.2758,874.36084,117.388824,1.1934354,36.362396,712.119,279.11005,118.93713
59,17.899445,0.4562875,13.439969,7.6796913,1350.3011,658.6786,4.5168905,9.850932,31.704468,0.051869154,216.86647,41.27103
60,16.473837,0.5412172,15.1637535,8.754186,921.34216,448.6831,100.71494,5.6650476,30.89516,190.2336,86.29178,65.29592
61,30.399677,0.3803595,22.021149,7.390543,838.5146,411.8911,2.4972467,3.1237438,27.489626,22.650978,285.38214,68.50947
62,34.429947,0.50131416,26.119652,7.166664,1029.9238,492.7085,0.8527507,3.5288281,39.54821,2.3111427,210.52415,48.61319
63,23.26524,0.66527635,15.31917,8.14888,1105.2871,541.54004,56.43354,5.932138,36.131424,21.485313,142.47685,67.51827
64,32.35355,0.45063856,25.684328,7.7772675,974.52716,478.80212,7.7383795,1.2130196,25.662867,1.0485107,265.12476,61.902843
65,25.561768,0.39237326,21.048637,8.668049,1264.8861,630.10974,116.32392,0.3159604,19.673237,68.76582,257.2194,80.828026
66,12.005878,0.847768,7.508931,7.5598507,1206.644,598.74927,14.717236,6.4636965,41.552395,439.5245,365.93457,167.22539
67,18.513468,0.51774347,25.982746,8.214741,1136.533,557.83386,24.056654,4.204188,39.498295,101.598976,153.63872,99.00391
68,12.391123,0.39411405,15.320112,8.189495,790.9697,397.44998,13.991747,4.364341,29.114555,0.94709605,196.28598,58.950733
69,15.092598,0.7399469,28.158379,8.13367,1115.5272,558.41223,152.91223,0.4162612,29.50832,106.01544,275.93817,143.50826
70,26.080378,0.31610274,17.516153,8.493872,1319.916,656.7986,83.19564,0.9216222,26.659006,305.72925,234.01021,87.52003
71,13.374162,0.5211146,24.403618,7.9393244,970.6184,482.35352,2.6106303,1.6067779,14.520176,0.66075224,312.20514,112.65278
72,34.08024,0.6287456,25.459917,6.9149685,1218.8348,570.5865,3.928848,5.640209,44.31874,154.40819,129.64182,19.68273
73,12.253544,0.6279783,15.278757,8.282037,1358.0798,669.4338,70.618126,6.025093,40.901012,34.035477,296.31104,83.52638
74,25.048506,0.48415944,24.110575,7.960493,1368.5709,671.7265,12.651696,2.8881283,22.659832,45.758785,234.34721,72.2227
75,14.905399,0.5870376,16.876535,8.171604,1446.4933,709.0144,89.67733,3.6294322,23.43883,23.535675,129.4361,67.63016
76,25.338,0.57270616,26.31631,8.073244,1526.9752,749.8431,78.69001,0.42569822,63.124306,11.2116165,251.18285,56.39912
77,21.365965,0.7321651,21.370714,8.1979885,1298.2649,640.38574,135.24051,6.7011967,35.390594,117.78275,144.95694,74.07906
78,16.884954,0.6461987,24.228188,8.027075,1154.8043,557.6073,54.977608,5.424618,31.596289,15.666135,157.85638,62.203224
79,23.110401,0.6590016,30.343218,7.3195443,1715.6001,844.32886,47.762432,1.1385355,68.453384,21.204126,171.1671,76.87579
80,23.593626,0.771339,19.071062,8.351723,1312.7882,649.4382,78.11229,3.9517741,30.217028,417.95328,155.01614,122.4343
81,21.852615,0.47889665,21.001509,7.7709165,1566.6486,772.5413,39.48165,6.7705655,58.23257,108.55604,203.92677,129.76114
82,32.656715,0.78948283,30.106777,8.567786,1676.5299,834.2903,415.273,0.32419056,34.328575,92.399315,235.74158,174.98184
83,13.540695,0.65753347,11.204416,7.407872,1325.6866,650.94635,21.42519,3.7308214,54.98525,101.17799,253.86377,129.86617
84,12.95759,0.55372643,20.325754,8.414015,1649.3954,817.8264,30.635971,7.7804427,52.105797,10.22367,218.7811,134.40642
85,18.927525,0.6491726,20.960442,8.1615715,1216.6506,588.81934,8.722242,2.979944,81.45946,38.51215,67.82138,75.65249
86,11.416216,0.745278,9.099363,7.3115406,1452.8702,717.1823,18.15731,4.924897,46.12007,118.18252,310.56165,150.8349
87,9.590924,0.47796848,26.675417,8.753816,991.91614,508.39252,63.06688,0.5312471,8.551173,0.15753283,306.9176,145.47859
88,13.692397,0.40163743,21.095222,7.9903326,895.67725,448.4857,19.062674,1.5429263,23.40386,1.21101,254.62842,76.73445
89,12.975183,0.4889176,15.600425,8.474583,1260.7288,626.4967,46.37059,5.1125298,23.154926,86.03501,302.5293,134.24992
90,19.024017,0.32388467,15.98617,8.776044,1064.1487,535.8084,27.981142,3.6888714,22.084063,300.16058,278.57422,133.83008
91,19.645073,0.2680137,22.701866,7.177854,964.3931,472.4016,7.8039503,4.5997186,19.270926,49.010567,313.4867,151.46341
92,25.130955,0.7045494,22.900658,7.1493974,1403.1556,676.19183,71.820366,0.95148444,27.855164,91.337715,176.21027,44.92465
93,27.926666,0.70237505,27.41248,7.39997,1140.0638,548.1698,11.553776,3.1296504,22.728056,5.1440015,258.8324,52.133526
94,32.935276,0.56060684,26.582462,7.0313854,1158.008,550.0784,0.5573207,5.899339,38.91451,0.54848886,181.60039,31.952835
95,32.704624,0.7622966,26.689405,6.983727,1357.1512,641.53076,0.9883977,9.382023,35.78254,6.799254,151.53598,22.544025
96,27.42006,0.6170803,19.004042,7.616334,1123.0511,538.2664,11.152966,7.376526,38.78467,17.725039,123.491356,55.769356
97,16.529823,0.55612713,17.821648,8.448261,1536.15,754.9518,26.965242,9.38047,28.532114,2.1149282,167.71454,89.53625
98,26.47626,0.8093246,18.233068,8.047125,1108.5807,540.15015,50.74017,5.0759864,32.50238,13.724089,178.6924,60.040195
99,33.509388,0.63749737,25.910759,6.976569,1171.6859,550.26044,2.0013313,6.2303457,40.59122,61.524582,154.62057,25.981796
100,26.70142,0.7704523,26.807177,7.110681,1264.6245,605.11926,3.3499186,7.489915,18.613335,0.41500825,250.71912,31.76547
101,22.479467,0.32705286,12.326067,8.428379,972.3019,487.21094,10.576639,4.9127917,20.304415,16.240417,283.52234,83.65824
102,22.344215,0.6732071,25.813877,7.698372,1587.5327,776.38635,22.545792,3.039334,21.55288,9.888993,179.49599,40.61933
103,19.837236,0.25362092,16.300192,8.866266,1032.2788,522.76917,19.551386,2.8007169,24.147259,509.226,275.7578,144.6093
104,8.956681,0.6646824,8.855662,8.097059,768.66254,384.7697,39.23363,1.5673704,65.833565,316.29825,178.0425,119.90236
105,18.230577,0.6712698,18.447372,7.768603,989.4717,486.7895,47.787163,2.6897101,26.24447,775.04645,129.04555,80.401726
106,9.478674,0.52945614,16.547049,7.8930063,737.84515,371.6126,5.4836082,4.8680406,16.344763,0.019217104,219.41945,58.323627
107,15.277142,0.5313376,17.677237,8.026691,378.8259,194.4367,60.2964,3.7310302,21.145445,133.69461,168.77461,18.179375
108,24.099766,0.7288651,23.80692,7.6684694,1371.666,669.0404,28.522648,7.442837,12.519455,0.4073999,262.49554,38.68193
109,14.795317,0.39865196,12.911787,9.044731,974.0471,486.39334,164.64464,4.127295,41.08545,410.9243,200.15544,97.020294
110,12.4501915,0.59558654,18.32671,8.534519,700.32745,337.33777,20.10528,6.3708344,30.159166,11.091219,89.81781,56.92495
111,34.573864,0.43172243,22.863426,6.7590384,987.95044,463.7031,0.15304376,8.504308,49.74806,13.322491,166.46558,32.06774
112,16.738882,0.56808424,17.852045,8.183794,1386.2594,681.24164,26.172035,1.7811466,65.07441,54.647697,108.89986,110.949196
113,17.733131,0.83442396,21.92316,7.9280996,1168.7821,576.64087,55.182076,1.9754157,24.135992,76.33904,218.70897,95.01442
114,25.875202,0.38448143,18.685034,8.0028305,1040.0881,513.86145,44.12993,0.11280493,27.32767,12.653525,297.04877,57.178463
115,16.854408,0.5153593,15.916395,8.414725,1400.9662,684.4215,30.01741,8.620421,27.787706,6.7931485,142.43442,81.7334
116,25.284498,0.32686034,24.304604,7.821486,867.9267,433.7251,2.5481296,2.0126746,18.063156,0.07818481,274.37177,70.84435
117,32.95488,0.44861624,24.659561,7.2427034,919.3798,445.12656,1.0910664,5.2447433,31.924974,1.7843958,252.09601,47.85384
118,8.66727,0.6610523,10.639452,7.9080343,878.22516,432.77155,20.058435,1.7132474,63.30945,110.58186,173.67334,122.89201
119,11.71301,0.36682665,18.493935,8.088059,913.47174,456.27777,13.292656,3.68229,23.294756,0.47777647,231.57645,72.77702
120,20.817526,0.55834657,19.885788,8.231691,1203.8767,592.1539,105.708916,0.22774263,22.793592,58.135532,279.2188,65.392395
121,25.614822,0.3519933,28.406801,8.009159,960.76404,474.60828,23.807573,1.3517898,71.702995,119.86741,205.1942,92.91388
122,22.860016,0.6616952,25.375902,7.9257107,1201.3876,589.7617,77.01075,1.6032703,12.718992,1.2242526,295.65125,58.05416
123,27.18403,0.8097629,23.954967,8.209164,1778.1248,881.94525,126.23801,4.7912354,55.24912,465.1359,265.58246,97.85174
124,15.999331,0.6991875,17.530476,7.4153624,492.72507,243.15486,7.8486495,2.1499557,37.940987,9.146871,190.3522,42.192516
125,14.771553,0.51006395,17.232096,7.85105,1477.6805,726.2735,90.56953,2.9366949,23.34176,161.8328,163.09244,98.848495
126,32.019577,0.52837056,26.058798,7.205328,1041.1299,497.68323,1.2272701,3.6392214,34.773384,6.9168916,212.28806,46.267834
127,9.636241,0.510867,20.218178,8.129053,990.4077,495.40652,8.441847,1.2885561,8.499381,0.33698606,317.94775,116.89385
128,20.989313,0.5802589,19.603168,8.422392,1298.0171,638.55505,102.946495,0.3201601,19.330397,68.52381,226.00812,65.28418
129,16.938227,0.050306275,20.105297,6.7418666,1520.6766,753.5973,6.61905,0.2497499,28.188213,943.2875,119.60484,145.50305
130,30.59267,0.3755438,22.12862,7.2873583,833.2768,407.80252,1.5083389,3.6675572,29.66706,27.217949,276.34833,69.08587
131,24.567036,0.38567618,22.45799,7.5792885,1767.0837,876.3607,69.027626,0.51366776,75.282135,349.32947,222.34045,154.40321
132,33.831867,0.55497503,24.387154,6.970113,1100.4724,519.1941,0.22738263,8.746896,41.581383,6.143461,173.4002,30.400589
133,15.5221,0.6260581,16.583387,8.206666,1129.7803,555.8163,50.12032,1.3074135,45.697735,56.050106,217.3088,73.15986
134,8.627903,0.67467135,19.916063,7.4633164,969.40497,470.34494,16.996355,0.84383374,56.428272,81.05605,141.70993,85.047844
135,33.541153,0.428597,25.347578,7.789308,1356.1663,666.0291,37.152798,0.78780246,35.911564,88.81165,160.69495,141.12415
136,11.231337,0.62023896,9.050809,7.687299,1337.141,661.87463,16.735662,5.99401,41.344597,78.426834,266.0271,149.51393
137,17.809708,0.7944123,17.853828,8.471689,1004.1018,487.50385,33.84597,5.31862,34.7781,82.02122,136.05571,95.3893
138,11.339374,0.60083973,12.398777,8.338898,1099.8081,548.25684,79.341225,2.3041823,35.78878,150.05458,196.16385,122.193596
139,10.757666,0.54176134,30.041502,8.62949,1221.3923,611.83325,49.0861,2.9784772,43.420456,42.689632,252.87338,103.552505
140,13.101828,0.34854665,20.120428,8.484348,1472.6719,729.4663,25.792398,7.5078588,62.164856,41.62246,162.70679,125.288284
141,25.087833,0.70959646,28.816374,7.3417864,1023.39795,495.1131,10.057956,1.3748031,21.83971,3.6701353,313.7273,63.93174
142,11.734418,0.54682934,21.963638,8.604623,1636.4579,814.643,37.34401,3.5852628,59.783363,30.720928,224.5576,148.59935
143,15.188216,0.668906,16.597979,7.75693,1568.7731,769.5596,107.60692,0.8272635,18.714813,60.745323,149.13829,57.76962
144,16.408255,0.35915127,17.4124,7.607153,1259.4105,611.5591,3.134037,9.375227,28.756063,0.015063083,210.08426,47.34489
145,25.9533,0.44830456,22.397278,8.454954,1231.4856,609.7088,47.10541,0.6779862,19.333874,54.9593,259.70844,76.19441
146,21.25516,0.514188,27.80709,7.443675,1169.5557,567.8373,3.8597736,2.0703187,50.750404,13.526294,255.53514,69.91822
147,36.542633,0.4558001,24.289425,6.9147162,1110.8812,524.095,14.791458,1.0308455,51.18514,285.2637,140.24756,50.24028
148,21.291712,0.8107975,16.677841,7.8775263,764.7414,383.17426,26.207422,1.4112384,50.242264,139.72922,319.4313,102.956604
149,15.473199,0.5379106,27.457354,8.030048,913.7805,443.05,16.764954,6.082716,44.478622,63.66057,172.18138,47.054546
150,16.269314,0.0721504,22.362103,6.7587905,1615.8851,803.0641,5.889993,0.11776965,34.687008,959.9485,128.30533,144.93832
151,13.628949,0.52476144,15.841626,8.395358,1142.5706,563.17255,64.314575,2.0758731,65.71662,115.67441,118.360664,86.73793
152,25.11781,0.8682145,22.806376,7.400846,918.30194,444.9954,19.23558,3.4210367,37.408535,24.77127,260.6706,64.56087
153,14.829012,0.77953595,23.93614,7.923686,1300.4019,643.43726,82.65283,1.3664753,21.894663,75.25028,203.90149,109.21534
154,18.347013,0.5128962,23.36503,8.315045,1193.4943,588.6266,20.772682,5.3812494,39.590187,0.6846109,320.38068,61.831432
155,20.87536,0.81653416,19.049988,8.055201,1004.993,479.9779,69.907104,5.042782,26.86924,74.71316,183.75505,69.478386
156,27.386688,0.37096658,20.202625,8.114517,1325.2136,655.7142,73.12505,1.0219936,26.410038,77.61957,260.41528,80.50987
157,25.71924,0.38270986,24.572289,7.309526,1486.6283,732.46704,20.798204,6.0108857,27.56657,198.58449,166.49753,145.58432
158,17.372244,0.057852298,20.472078,6.862391,1529.2385,758.6281,9.115239,0.17509393,29.544216,905.6383,132.09944,157.35333
159,32.709225,0.7511266,27.51385,7.0520616,1355.1409,642.41254,0.7302528,9.526173,35.00692,4.2031603,164.31255,26.77457
160,14.780475,0.56026274,17.276358,8.430576,1367.0995,674.2124,107.7478,1.9924272,27.610144,37.84324,158.44629,89.649025
161,14.363407,0.5529633,17.928267,8.456214,1567.8983,773.2736,36.255714,8.819622,24.672234,2.0094965,177.3269,94.93985
162,12.912093,0.76259166,22.526781,7.554979,470.27664,235.29048,39.98552,0.39234465,38.8091,29.428715,161.6524,29.67802
163,18.39859,0.2084341,24.348162,6.8779984,1592.083,788.121,18.079317,3.1749148,30.531708,897.3018,156.19682,129.83516
164,29.161198,0.3518607,18.372887,8.100171,1460.2,721.55426,54.391296,2.966823,43.57357,380.3616,249.26045,105.598175
165,26.49438,0.35157815,20.996971,7.531493,849.03546,421.09888,11.724533,2.6069758,20.404982,20.929626,330.39786,85.799965
166,17.844452,0.4140953,12.8646145,8.595134,987.3423,484.37885,61.066982,7.909771,43.545513,232.2841,138.91718,67.6083
167,24.064352,0.23778062,20.916422,9.087625,1338.3585,672.2031,26.211851,3.9642742,45.84644,193.26216,283.98767,155.46387
168,9.304818,0.5875382,20.910297,8.414358,1057.5958,521.98883,41.768097,1.0559185,39.0374,10.022651,135.20454,128.13766
169,25.957558,0.71242917,16.547592,8.09457,832.2538,412.59827,40.123596,1.9707389,36.72161,148.12012,197.82271,73.42106
170,18.886936,0.6791311,26.17215,8.051549,1275.0616,621.0318,62.978855,4.867965,32.361195,36.34309,158.70618,72.31297
171,25.716213,0.30146444,24.69075,6.7348547,639.47754,317.63922,0.5910863,7.0377502,25.220936,3.3201137,332.63486,111.907135
172,30.79071,0.57259345,26.062405,7.1357255,1258.1635,598.2958,20.014956,2.1285515,35.690437,224.46686,140.42056,34.043045
173,12.972797,0.57976425,14.100808,7.993506,1278.6204,626.94604,52.398422,1.2403603,41.039665,57.860237,266.72504,65.69392
174,18.007238,0.86407024,17.421835,8.653916,1046.9406,506.9696,24.947968,6.775746,42.988472,48.8507,127.05192,98.86056
175,28.060513,0.665018,29.479012,7.370269,1268.2786,611.9813,20.941301,1.6605221,49.63547,25.915081,253.04012,56.314297
176,25.776041,0.44595942,26.434507,7.359654,1348.7513,654.4897,34.088493,1.9657815,29.358027,105.80593,151.48114,83.78908
177,28.000145,0.39450353,21.374828,7.828765,1025.3342,505.16733,27.808884,0.21690407,28.115412,2.4964774,305.19965,54.652096
178,21.226574,0.3135252,15.369513,8.567417,977.74176,491.78772,23.792597,0.92485213,22.244005,249.12802,288.07544,107.77531
179,14.282383,0.38847327,20.659641,8.962184,1289.672,639.7302,99.34553,7.383451,51.898895,255.13077,183.84137,114.68313
180,29.357641,0.46884346,24.961931,8.079581,1358.4415,670.4168,68.75236,0.7501168,25.467106,22.513342,277.19745,103.94355
181,25.831308,0.5535048,28.3218,7.775173,1378.0344,673.5131,21.155731,0.53309125,30.429724,14.260428,243.39442,93.616554
182,16.516516,0.53214425,19.254925,8.662273,1622.544,807.6866,34.94012,2.9519386,59.234856,32.039448,265.08115,150.02109
