Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
9.326440594153311,0.5159132365976412,20.692429265070817,7.922460081386564,1682.0358519166102,525.6440398390597,94.92867281681173,0.5624443826493642,47.84909963761855,18.76994508099362,103.72600465519297,128.13095407720542
12.015435150987132,0.3275567368348019,20.37846558819306,7.853694477222662,1849.165552204235,451.42678289136694,73.67307794364712,5.579785006027273,40.426570331699516,257.9642324700344,169.52892494415192,164.43667462065838
21.97873177409029,0.4911423391808009,19.14177914660255,8.200463438791267,1081.0643041606545,491.45143501138654,42.771181837681326,0.33283384442011843,47.849238339424936,23.886398380738342,161.97338617959232,66.7818973706278
16.254866856929745,0.6502023026825674,22.246968825697024,7.809489822112425,1614.7106291786458,502.55261344649614,53.51545139474861,1.8280739879284644,25.160462511834464,134.49138189354076,206.33495853178644,73.11686585739994
18.050209670380422,0.8040741025351493,28.144919028358405,8.4705322388632,1227.1684595627903,450.04497103169234,169.0683625141721,3.487131667384375,49.01025184981294,43.23216190788953,506.2534005105678,65.92329523464898
22.756762254206713,0.4145405713292815,21.24474453869751,8.323936567550426,939.8221530073124,605.0494006770837,24.298180548069684,1.5371459564541656,17.427119879555104,50.68461678337715,162.39829022313245,61.01316348991205
11.874056512842252,0.576786158448947,25.402957989986017,8.025832551028623,1642.1866265460226,263.37718475261755,78.08836114048374,3.748440319682159,24.92493435926735,590.1795147171609,281.7112960803282,92.13284889614735
16.96724359067583,0.5955451955808609,21.87515244278815,8.189003768927913,1374.5415730840434,987.5503298333048,37.93444173752834,0.8757399509753337,40.64419744169233,76.51590756764179,215.4229589610884,78.34757061155075
12.868461877320504,0.7633335122318401,27.744117395060844,7.941903402985052,1737.3746195976162,706.027145222549,205.19992625719598,1.511022840528689,41.178802078370985,60.515380396695804,339.9652817120783,93.05440319982075
21.38644845213572,0.409663017932983,22.648633247325094,7.75749515969187,2676.204399215298,624.3012681519092,159.04433321962657,6.433191521336997,30.57715526606145,13.940889738879296,158.1540606941522,60.20279911420744
28.21947156394916,0.2959991162447694,18.512914615867494,8.517190669985604,1633.6916410247725,492.66676906003704,23.52522243345092,1.5005622484092984,33.129966464297304,19.562265567098446,139.80733655776544,190.03336549489873
15.630541204330672,0.6905966022302134,21.40211119499178,8.036800467960642,1309.828999718436,373.1912438228274,16.82615185028159,5.087661207025166,20.734235070870085,72.67987022538877,214.27047566598202,122.40356038305909
22.792163352649116,0.5719725088000872,17.738931533125115,7.907220585892743,1455.8633308943076,664.283461412681,138.5432192905313,2.15768875323015,49.74168391959428,115.83952571364023,195.5869179502831,38.8655001822878
15.748496469584891,0.5091649659303248,21.98001017409879,8.439490449970322,998.8535632679989,550.9479035914522,98.88725371749459,2.1192307636743277,48.42551243039586,174.86310512587235,240.30458305860992,241.9430389839124
17.06355370561702,0.4031821653222671,19.196475861717243,8.295019121612139,1294.7967514669879,771.2572313681168,24.358213124953977,3.77795821549358,32.978159408627235,45.53322355759577,150.9346332779349,69.21323543535058
18.705430913401333,0.29315321197881455,25.243340121755388,8.216620111285406,824.2538970890365,612.9416929420839,18.407687706775757,1.0929688328157525,27.174668039394152,58.44128695587549,189.44723815714522,56.912245030032864
16.18542793951879,0.9583403925845045,14.432936466578333,7.842492033981402,1080.9570145083223,374.813161943728,33.35055683687328,1.3641254340575122,35.71115419988178,2664.323673692694,237.06366674148973,143.81244626637348
18.860881167743248,0.38164130617157543,22.101081072443815,8.819400108845068,1337.8803917353177,902.0988763840548,5.948408452900226,2.9565288251512536,28.99658478481903,90.36056734513828,164.21615243639332,152.90824086209912
12.307004877330662,0.4303999909084888,22.80983149361977,7.563063487486763,745.6902238235826,1100.8872642251179,37.621017079737086,1.608857491044481,30.245698887849365,68.51988346537647,140.5589807489242,65.45114054781234
11.151905871644223,0.6215898775445637,21.413702550482068,7.823558217282099,852.525903837341,584.2666140111736,26.656442389544715,1.5454213004149293,56.53394536901521,205.9172475708267,186.51374677397547,72.99150051044886
14.876800917809817,0.29162151722748625,24.725159864161487,7.881403715469221,1132.5291735289693,693.7684034697379,67.5120015445743,3.1569808910796016,32.61100768247346,141.84182109638874,85.01988930386116,79.20376087844056
10.640093865743971,0.2769918593078898,28.514096825469938,8.086018064841847,1305.797695813123,498.0298547219486,49.33695908766289,1.62604405882259,32.62721285760436,199.45043467270511,260.4675535345962,97.17302152886717
16.925465444675268,1.3294469954843076,16.130199684871087,7.771491881026631,609.6866161249576,652.5457906367413,29.99671363149589,3.44600706470524,32.517835991558364,3.375509858040067,204.61809688425612,104.88088071124432
17.040700600552483,0.6033167984448516,17.335457893016002,8.150312691401139,1044.622117201519,426.39558549753025,185.5643382661348,0.7433880446940739,59.47904109320291,67.19071370450422,195.04716786342794,77.98974655458477
14.65630405730657,0.7838192019187704,18.129143678390403,8.109394351043887,889.094441353916,610.435575226234,22.405939414657663,6.426337106832011,32.41910625953826,36.03155400635971,173.08185289557522,61.63754861555146
