,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
0,13.4325905,0.6035297,17.828705,7.8307304,765.55853,379.99326,31.060877,2.0406125,29.399326,36.902996,169.92429,49.17397
1,16.12954,0.22481129,23.827555,7.801202,1165.707,577.04004,14.330852,2.3310037,52.23673,13.270997,243.35272,95.69619
2,17.801851,0.45785478,26.137367,8.530157,1244.3315,609.4332,50.967686,6.340284,53.325027,69.26798,148.40402,89.79373
3,13.074953,0.42962998,21.09797,7.9999075,1192.4595,589.6494,19.88734,6.8613667,26.924387,11.7017145,292.9151,83.96707
4,11.0817795,0.69382733,12.715279,8.11708,709.5176,353.98935,35.140812,6.7686825,24.616402,26.51484,197.16891,35.367657
5,12.217934,0.40910116,16.422487,8.362213,1048.8807,516.7595,101.48611,4.9609957,30.227835,288.7756,92.429855,75.121124
6,16.723621,0.78995854,24.733566,7.663759,802.24457,394.14117,48.67291,2.2383866,24.921799,224.79637,166.98163,64.281845
7,15.165616,0.6778703,9.76619,8.223881,281.9108,167.09583,22.312294,6.119969,36.445847,43.95328,64.31935,7.809856
8,14.47765,0.6022985,19.670351,8.2571945,1276.0149,633.22406,51.48743,8.850305,9.13502,17.855103,264.60443,68.394
9,24.145882,0.14013332,23.43791,7.847842,1103.9265,544.62787,18.718784,1.04829,32.490013,13.87345,212.28346,90.41893
10,11.697397,0.4604136,20.629398,8.203503,1211.8986,602.26025,26.253023,8.255777,16.674686,12.727171,296.32483,86.26956
11,17.3511,0.321974,17.955095,7.9009995,1478.3289,718.7113,78.88628,4.89232,18.278412,111.33516,261.22076,151.69563
12,16.000267,0.156188,20.704193,8.447654,641.541,326.37823,27.632961,6.7982697,48.506123,63.481956,96.97087,35.490437
13,23.374823,0.30691805,21.754627,7.964957,1522.1445,743.80896,77.34826,4.374942,30.27765,617.7012,239.80533,145.23747
14,15.328573,0.5402281,26.997528,8.170453,1706.8389,851.24133,31.130316,1.0218982,81.985435,38.55579,283.69052,165.57216
15,24.701954,0.6720716,17.437138,7.9611597,827.1444,397.99545,19.906939,1.5577083,58.43474,12.509964,179.67368,30.15998
