,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
0,11.494158,0.5577396,16.701393,8.298525,1142.4935,553.12744,42.21412,7.395767,59.847355,12.439235,287.09964,81.99695
1,9.663145,0.45952168,16.78873,8.279582,1092.2761,531.31476,40.39917,4.831644,51.04507,14.660734,228.34285,74.86151
2,21.495626,0.31742448,22.171474,7.835513,970.15625,480.13016,26.976421,2.5559068,32.611076,18.397573,294.41827,60.614525
3,22.774853,0.35913727,23.30267,7.7955666,1496.2408,751.12665,193.49759,0.47298756,12.900427,970.1378,167.18611,112.53304
4,22.731028,0.2143952,23.740866,7.947754,1474.8005,725.1555,48.83786,1.6267182,23.923708,32.71631,198.89792,155.64075
5,16.728146,0.68082666,23.128832,7.8130655,1522.4941,748.23175,41.87252,1.5914143,53.26468,120.23908,166.35281,137.17087
6,24.88387,0.32417375,19.722048,8.388239,1380.205,684.33075,65.45479,3.7320027,30.760649,113.122536,270.73645,89.92795
7,8.70123,0.43591607,17.191391,8.222624,1206.2717,588.1395,39.788082,3.1613078,47.185513,13.790719,202.3619,88.477875
8,22.509058,0.5850411,20.806984,8.054966,1272.4677,626.93164,57.544643,2.211584,32.483032,951.7631,162.21068,71.304214
9,23.006054,0.2931327,19.914768,8.305527,1325.8337,657.8312,60.827583,3.00767,26.491182,101.55873,249.55319,93.408676
10,9.660382,0.40923187,15.50137,8.190279,1267.0546,623.089,40.345173,1.4386389,30.995003,12.237251,180.80016,86.40156
11,13.073217,0.47232768,12.190878,8.635954,991.6232,490.69406,64.79481,2.0832484,39.483047,55.803665,102.890854,84.51235
12,19.26736,0.5996713,22.928782,7.530347,1227.6567,602.7454,51.32159,0.4670835,68.0208,893.8536,351.79416,112.47007
13,19.682678,0.44342068,24.852163,7.930568,1251.2244,616.651,52.76308,1.5848738,26.445082,950.0415,121.56993,86.68293
14,17.457832,0.5225288,21.760181,7.917478,1154.3823,573.23444,26.556116,4.8348813,15.652123,6.074349,330.60376,70.93716
15,19.003012,0.5451288,28.344967,7.7296705,1280.3488,632.8411,34.396732,0.34595016,53.957844,87.07822,287.55963,138.78976
16,17.726753,0.34230623,22.907063,8.011016,1563.5986,772.32806,35.83244,0.6268555,55.26392,41.996918,275.00372,131.21362
17,23.739508,0.93257403,21.520065,8.015729,1089.3591,529.9585,40.475742,1.92549,36.055958,159.74992,179.03177,82.39008
18,12.478361,0.73531103,23.987457,7.6455975,796.23157,388.63577,35.68591,0.9174565,43.39589,144.75455,128.33347,65.63209
19,22.332405,0.32463744,21.387558,8.080025,1672.6532,829.2658,64.87666,0.49724635,45.85541,71.15954,257.04184,141.50381
20,17.179205,0.73325115,24.747332,7.661268,922.20825,453.28262,15.20677,4.7887845,20.11726,10.260784,302.8139,64.47108
21,10.148954,0.5534494,13.403032,8.495206,1280.5922,627.06757,50.65783,7.1801324,40.480904,10.466395,251.69159,98.363945
22,9.869748,0.20312718,20.81354,7.0278835,1352.4675,671.2474,170.33583,0.13841024,67.28906,870.06714,100.54135,130.82169
23,14.903907,0.43061072,21.330036,7.92737,895.2778,448.9249,51.739582,0.90365934,73.03839,121.783905,78.14984,83.96463
24,28.371412,0.84258974,16.955849,8.235406,1512.5386,751.1825,55.48906,2.5193424,38.297993,950.1735,281.5379,77.42958
25,28.297636,0.43157348,25.759623,7.9153166,1621.2574,802.73114,36.683487,1.3175999,34.69803,15.5551815,178.14656,142.15878
26,16.42916,0.5192861,21.655104,7.1703105,1417.102,691.91113,106.92382,0.5637434,56.20485,992.5213,296.41052,108.67922
27,12.459751,0.34204498,19.087778,7.5179443,1608.6943,797.0978,262.2021,0.15766843,36.203712,978.5662,216.00078,111.26467
28,20.664703,0.83303595,23.546333,7.715695,675.1441,333.19012,23.40989,3.8681161,5.9454107,7.9513435,160.6113,30.584705
29,22.392906,0.7219006,19.136356,8.116109,1559.6315,777.51965,72.00324,1.6735034,21.886362,989.53,161.46815,105.4299
30,18.595856,0.5958106,18.163792,8.014254,1134.1871,559.1992,54.835224,1.7633473,37.18638,965.7832,162.02863,66.38185
31,28.900524,0.8959744,16.50587,8.274913,1513.0325,750.96924,52.439156,2.1499128,45.72467,921.9779,315.9625,82.29163
32,18.961954,0.792714,27.207115,7.553754,846.722,416.36856,12.671391,4.636193,15.475367,14.5250435,278.55307,68.11364
33,22.922604,0.49333125,26.445473,7.782985,1352.1608,656.4047,34.58626,1.8853356,76.06533,26.054636,283.9714,112.3883
34,25.278515,0.90981495,17.3406,8.359099,1527.4302,759.51086,49.113476,1.0362763,61.63764,410.33142,193.6448,123.250374
35,12.948237,0.79747903,26.107855,7.513115,633.83417,306.1315,19.529621,1.6744378,25.76488,11.020855,160.33516,43.19395
