,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
0,20.115292,0.8481463,25.244404,7.6528363,821.90686,404.06125,45.394043,0.81642604,34.01047,244.29958,114.33786,86.227394
1,26.365004,0.29544115,23.592804,8.306502,1416.076,694.40234,28.235172,4.1147532,75.80056,9.886369,358.92328,105.061844
2,25.707043,0.39081976,24.889767,8.238605,1569.7605,777.2676,68.91696,0.4221338,58.854443,447.51785,171.25761,139.64404
3,10.317731,0.7417319,21.820023,7.9316683,1048.9803,510.1622,27.717451,0.9984126,64.17295,79.09894,225.22343,104.25711
4,29.784573,0.85679996,17.427921,8.526617,1329.6469,656.2848,75.29558,4.3033295,25.73435,170.01799,204.57854,138.40575
5,25.029179,0.23691127,21.73073,7.9833784,1639.744,814.17084,86.18233,0.8902451,32.600872,109.230255,209.99562,153.30429
6,29.504406,0.8541119,24.047958,7.7584343,919.8263,459.5492,31.756441,0.82627684,13.260637,6.139951,335.50934,105.22202
7,20.623344,0.5035807,19.384827,8.094066,1686.1661,835.6046,42.799675,0.7284388,78.80256,67.18083,235.637,131.80128
8,22.919958,0.35604292,20.772888,8.007492,1144.3005,562.061,9.771277,6.9766784,33.216713,3.3527553,373.92126,68.86916
9,17.08635,0.48559484,19.838675,7.9886713,1172.1395,570.7158,36.743046,0.8913731,69.72069,248.41037,94.44539,91.92435
10,16.768005,0.54419446,12.758623,8.21553,1424.2573,711.0784,54.013676,3.7896907,9.867408,10.228921,217.05835,74.32209
11,25.474932,0.3681106,30.327148,8.032798,1012.3128,483.9735,14.94116,7.472397,77.628204,22.61218,219.59065,47.29407
12,15.036922,0.6138885,28.277489,7.941668,774.6548,377.68414,13.555535,8.900796,61.586086,21.490545,301.608,48.914833
13,21.282846,0.4942601,22.71863,7.9814987,1579.6118,783.047,67.987175,1.1994829,35.753452,826.84937,242.90932,121.60992
14,16.61858,0.6486608,19.150768,7.8822584,1089.9194,526.13025,58.53159,0.69007033,54.20597,290.58386,86.53163,71.13015
15,20.325592,0.761643,20.339848,7.924736,1084.758,527.0973,46.949352,3.725987,33.929832,431.25488,161.60994,83.1028
16,16.771067,0.53775316,20.737389,7.9419055,636.2267,314.42065,39.9493,3.7487884,31.119024,97.990746,128.97739,46.72086
17,22.113543,0.3947164,27.847498,8.288649,1256.0695,610.99634,19.645542,7.9278135,67.831024,11.26037,290.1503,78.74662
18,15.139228,0.4737551,16.708529,8.614,1625.3429,810.74255,57.977345,5.1470904,39.17479,15.18025,351.9589,141.15205
19,27.761898,0.78473645,17.513653,8.338955,1363.3253,673.5801,51.436153,6.2276516,26.571486,97.39819,185.38103,118.80957
20,28.214798,0.48629135,22.529266,7.9704657,1454.8491,726.441,156.64165,0.45187202,47.58992,991.1749,190.52663,121.60333
21,16.275566,0.5889649,17.662079,8.091724,1372.6063,670.9014,44.518536,1.2669117,64.384224,98.17843,117.40377,117.901
22,28.951233,0.74570036,20.858887,7.9959397,1025.6132,505.8802,21.054123,2.1197407,9.53121,3.837262,238.59772,62.85587
23,22.806284,0.70485735,16.124384,7.8595433,1403.6982,699.90515,190.63727,1.7450619,24.15857,998.18335,173.07098,122.19026
24,19.891571,0.17151003,21.78505,7.7910767,1462.4448,725.65643,34.70905,0.67195714,41.368664,14.737896,289.21512,177.76772
25,26.371696,0.89676756,17.88952,8.359355,1139.8179,553.2085,111.738205,1.6614225,29.58655,718.6148,260.27618,130.81546
26,29.387619,0.40636122,21.993826,7.921802,1629.7389,811.49304,141.5736,0.32807732,53.45333,963.21655,226.77979,134.82446
27,31.029778,0.8789287,25.722904,8.047812,1303.2349,636.5627,55.20271,1.3045049,28.941652,141.16322,357.01877,175.97841
28,15.156604,0.63291323,17.148975,7.911751,1782.2701,884.04736,52.6928,0.9653974,49.610718,49.661625,268.87396,145.87253
29,14.910263,0.5466836,19.777172,7.91624,654.6727,324.8295,26.953688,3.515665,50.67163,40.493095,165.12012,29.407137
30,9.376446,0.6774857,16.551973,8.637631,1571.0233,773.4183,77.484924,9.320452,35.109875,47.232525,320.8729,155.98045
31,27.74975,0.85578036,25.794971,7.789003,1168.456,574.42896,48.744816,1.30249,44.700317,185.20732,148.56377,141.0661
32,24.66672,0.8448229,14.209117,8.499836,1157.6796,569.2577,176.143,1.3804878,35.923214,917.4613,236.64726,108.398094
