,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
0,9.6311245,0.6013246,15.8272085,7.3824754,780.3138,385.94125,14.896074,0.94121313,50.701256,3.3890955,306.8187,23.21809
1,16.874956,0.7171014,17.84999,7.37831,720.5463,358.27518,12.270739,1.4774511,37.729187,1.2353595,363.7121,27.713675
2,20.470755,0.4590726,15.702583,8.056711,1070.4065,520.20886,102.450066,2.8647997,35.616333,691.3592,205.1204,143.26349
3,14.891724,0.53191084,15.174225,8.458935,1241.9746,614.26447,76.616745,2.0120418,61.39267,178.63281,114.76375,101.03107
4,26.538914,0.61497253,22.623402,7.412526,730.3384,363.67627,16.823738,2.5569546,9.737845,1.1679766,299.64893,66.75144
5,13.097142,0.70944005,15.328427,8.069202,803.3903,396.4029,34.001587,3.8177655,56.104435,7.7688236,265.6414,53.08122
6,17.072903,0.21204065,17.432053,7.6153274,1336.7281,655.0287,339.9033,0.3932454,23.637173,977.9669,224.00023,148.24132
7,17.975552,0.25219488,15.446614,7.8546066,1321.2594,646.2942,242.61633,2.0322556,25.96399,874.68274,234.05661,139.0778
8,17.691399,0.39666733,18.615393,7.659823,527.5762,263.35547,59.01147,5.0820627,18.206242,703.31683,161.91753,60.310078
9,20.28434,0.64915353,28.434334,7.455343,615.847,306.06152,18.716328,3.217058,44.48762,26.081913,247.19952,51.16874
10,11.483149,0.679793,27.32238,8.058894,1440.3772,712.4947,64.84513,4.37052,24.365057,250.18713,125.31884,125.90891
11,11.323389,0.6202163,23.055042,8.439909,1381.7706,684.54865,86.14025,5.210417,34.021706,310.28152,111.03209,111.6869
12,23.291245,0.45405176,19.393747,7.8952174,1019.5814,499.11133,221.19444,1.2155836,13.879214,963.57886,212.20755,128.61012
13,14.658443,0.73061115,14.345895,8.276791,1172.2716,575.49255,66.2273,2.5043802,45.937748,11.017602,251.42847,122.988525
14,32.992996,0.32798514,29.13935,8.432683,1513.0659,751.7639,47.240192,0.8940278,57.45964,173.21713,134.7652,129.58595
15,26.380928,0.42166266,24.606827,7.5712113,810.79645,399.90314,27.000008,2.3083658,16.114504,19.909733,273.659,99.159775
16,28.754875,0.25436583,22.133684,8.6026,1460.4786,725.71857,41.55607,2.1975944,40.047203,16.20288,258.7033,114.853035
17,15.455301,0.56051797,24.419582,7.807793,462.99503,236.25677,20.554468,5.188094,59.53396,29.920328,164.05318,30.322393
18,14.128899,0.46302044,16.152042,8.017362,994.5769,491.05823,139.8746,2.2964718,13.799119,978.56555,219.43176,117.01201
19,29.733622,0.61714566,24.51891,7.88785,1308.5796,646.52167,62.843994,1.6226698,16.077032,23.157272,121.4377,125.88712
20,15.643558,0.43028286,20.5342,7.314834,851.3294,406.35684,62.916054,0.80981857,44.403545,893.08057,293.3204,114.526276
21,13.284426,0.698004,18.139887,7.991441,749.6506,369.61618,30.555498,4.466671,50.174786,15.454438,296.08118,61.04947
22,10.293907,0.74395674,23.29604,7.467694,769.7593,378.36758,24.276358,1.708274,46.270744,7.3170724,353.51132,61.96096
23,34.627842,0.25835356,25.777147,7.5045238,964.8825,469.55267,41.912807,0.93135583,34.40295,59.08147,72.823944,64.02319
24,19.27102,0.5379972,30.611385,7.9826965,1464.4954,720.0677,70.04548,4.9787436,40.41589,246.998,207.9361,142.91322
25,10.7963085,0.5965639,13.40908,8.42777,1414.2031,699.0289,72.934875,3.0469027,47.875988,41.210033,201.83424,122.140594
26,9.179623,0.68098855,14.036209,7.266941,570.60236,282.2222,27.401787,1.5159785,75.55403,15.290607,317.3775,23.493488
27,11.023161,0.7407935,18.316229,7.6149178,672.48193,333.91345,25.541965,2.817747,61.291798,3.1438882,351.25635,40.32248
28,16.366385,0.53392786,23.274982,7.7746344,1457.6573,716.6132,77.609406,5.5766864,20.113348,251.8258,133.1571,115.111176
29,11.541986,0.5957011,26.06349,8.193063,881.7898,430.16446,53.140877,5.618107,32.1849,246.05528,140.25224,84.47782
30,18.693739,0.3367259,17.606623,7.8601294,749.2354,367.01767,103.32751,2.3260663,25.4394,852.75397,269.66998,111.16051
31,17.232872,0.50258076,30.038431,7.991729,1171.1954,573.36914,47.979404,2.6977658,20.94479,149.13718,175.55635,122.36054
32,15.760685,0.5733601,22.398964,8.102744,855.64905,414.91412,62.92864,3.773211,21.887215,321.20184,103.7934,84.61403
33,16.733128,0.5911771,21.282213,8.059621,1285.241,630.46246,81.38249,3.1847587,11.55831,341.57016,103.04872,108.944214
34,13.062347,0.31119606,19.351017,7.750264,1507.044,745.6084,88.02661,0.4694501,30.507677,749.5359,245.37805,128.50177
35,12.670607,0.5893234,30.548672,8.016866,1110.4678,542.0125,34.01754,4.377905,52.76569,91.912636,217.50789,95.31908
36,18.07001,0.32712972,18.931202,7.7270045,889.63574,431.72342,68.305565,1.218092,52.05589,983.58203,92.91783,42.892387
37,16.941702,0.51138294,16.900406,8.248976,1482.1887,731.12354,78.85836,8.311245,27.251125,88.44234,216.37502,120.13725
38,20.700151,0.40851957,14.608811,7.868007,909.9795,445.37906,126.674805,2.553357,23.12573,827.9464,191.87143,128.70699
39,17.130188,0.6129592,23.279428,8.05302,1279.9232,638.4734,33.788353,0.79157007,66.698,294.82483,158.93347,106.759415
40,19.713243,0.39071202,21.221233,7.912117,1335.8822,657.01105,133.09305,1.9493384,20.560772,879.2818,271.75034,141.9461
41,18.329687,0.40247348,22.288692,7.4632864,851.68304,409.0254,74.782295,0.9257376,34.55085,877.26697,277.49054,84.63836
42,15.1037655,0.603301,23.299656,7.9539022,1193.041,596.8926,30.314503,0.67339534,52.22596,282.86603,136.46228,107.35806
43,18.558882,0.6048889,14.023151,8.920189,1362.8016,676.8822,99.84541,5.966861,18.319733,182.41006,158.60458,122.97287
44,18.684904,0.52710015,23.990917,7.839976,1212.7899,598.93823,31.8557,0.3004266,64.95816,529.75116,155.45049,95.38884
45,14.9597435,0.6090847,25.065432,6.995077,789.3837,377.07193,36.618736,1.0299082,35.436733,221.651,332.86566,93.21196
46,17.868616,0.10445733,20.529808,7.6796784,1438.2487,708.39044,89.44513,0.6872172,23.967934,216.72672,128.70218,123.31153
47,13.45928,0.616232,25.439968,8.295198,943.7654,460.68478,65.17086,5.2089524,28.96798,349.04877,120.28005,101.69729
48,17.076311,0.5173878,30.819569,8.043327,1338.954,658.65607,56.49953,3.695171,27.917715,184.36662,199.41896,131.11693
