Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
15.642049444254498,0.4658799444479018,18.593291565803554,8.060847843347545,1345.508661861017,709.5221125028855,28.687502172176522,1.5219893724490376,28.860002793945817,90.33266294720151,250.81297950048548,143.38758992146637
29.54244796632291,0.6873595554473724,22.99076440748866,7.84048040844416,1575.659384260905,740.2182120042622,21.143279676513934,1.9354335924656987,48.882975089103674,350.3489482134183,183.27461655991317,191.99822524764008
14.501498184400146,0.46754682472235504,21.45531325119106,8.0442431655679,1381.4099631047088,764.6736098218477,15.611190085488865,1.965030834853797,48.53291456779187,54.064812273165906,156.8991606129001,73.32793081025129
15.607310931424804,0.5668612319867359,19.627872830407817,8.024243472482913,1264.8165434391492,708.0940317226638,35.2467336655717,1.4067123838369358,28.19362873963642,11.756979824788235,270.17013885861974,83.59017472453041
16.459870742410924,0.7612409605287837,19.559997060822788,8.240240891463905,1347.6098069144164,740.9237955090729,43.403466050980086,1.5413046159223485,60.98569355298252,63.48791514479006,124.38016619321884,143.59527468663623
16.790780825221894,0.3919818048933596,19.476150330119612,8.242627362701404,1321.746232930045,473.918681029829,68.17045091788376,1.387436736804976,17.722746908488965,26.33490170687167,143.9984341352229,93.92269025455732
12.361774017945493,0.5593934033333353,25.836423905952767,7.963560312581801,1647.772690012275,620.2362774338134,86.14224992987702,4.187695328674615,25.85256521473103,136.00508065890537,168.49497721083642,78.87234335997648
24.127297404223686,0.3012415303787182,18.69444334811575,8.235228975352369,921.5429178041769,777.463501170752,45.1167812881026,2.557949091280399,33.90874333472619,0.436058227183286,225.52810626124912,162.61259139151184
23.153475604191804,0.9319292936591554,18.44458918646285,7.9978174540932905,1331.1111294153861,553.8291587299218,31.376393978568608,3.095736576100612,25.503797167766066,8.295913774272158,221.21473543650478,75.51401023730138
14.894879096636075,0.27557625022042587,19.54150890039409,7.878762297000589,1347.5991983626468,594.7440057259461,51.83198820269386,4.55362742292431,30.486137830125475,149.0089931098562,256.3559786709077,135.31997669220848
24.95321106754378,0.6161644635092391,19.822747373920873,8.001352049910086,1030.718511532795,620.374772802127,23.75094518622203,0.7874645747224395,34.96787505471887,27.775720407182877,210.48432435706914,109.98798280289559
14.590526849495879,0.7457400860349229,18.448659575302592,7.815120074014096,1532.0215584826801,531.1711311958704,17.371386026644387,2.7618247088377217,48.469706628095075,664.1522263723134,111.73644654925234,55.67984803469041
15.706561421857625,0.6738677142644631,24.203082362524466,8.033566553700778,1111.7943193724054,387.0238806343886,4.80697958180282,1.0311816012625263,54.85971803201382,21.151245726289275,184.51217173911863,64.47763768565986
19.961362479621965,0.30004481694563984,21.738004583786697,8.002698986741366,1396.5600461090546,785.4204463674973,73.76119380705552,0.7046317602572243,49.71694297469993,6.389827421846292,143.29095145556613,88.13851784178146
28.101370866842498,0.7952802084003302,22.034863295939246,7.918746197138506,1566.9135479556014,443.01097021611673,259.9944550795912,2.31171945332742,39.73387034446464,14.90507692119106,179.04315619257383,117.00174429885932
17.809339171173125,0.3228308404399537,16.262583471985895,8.013762093697988,1325.7505221114081,878.0166359194664,78.39627879052952,1.5292510563802937,61.60693557833235,13.532420960239504,148.58809066304127,116.61214716656767
14.901465626824473,0.4163222856004691,19.809451818641392,7.889655381834226,999.2323394676316,190.36869545696064,22.7602608142253,1.1918036388613868,26.395378583103525,95.506485242756,213.97444016416551,85.15988523749151
18.096145775286022,0.5390738637884745,19.172400342870674,7.869496467094265,1821.5573639203553,430.1228246198169,10.149883004297385,1.2800299250107918,64.00587044781479,14.882045837118495,156.08961576058823,89.65412863219885
